Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
314,Exit Long,Open,,,,,,,,,,,
314,Entry Long,long,2023-05-28 00:40,1849.07,,,,,,,,,
313,Exit Long,Close entry(s) order long,2023-05-24 03:00,1841.96,479.5919,1074.03,0.12,872594.06,0.12,16515.82,1.88,2269.80,0.26
313,Entry Long,long,2023-05-23 01:20,1836.41,479.5919,1074.03,0.12,872594.06,0.12,16515.82,1.88,2269.80,0.26
312,Exit Long,Close entry(s) order long,2023-05-18 15:00,1815.11,486.094,-2016.31,-0.23,871520.00,-0.23,8626.03,0.98,6083.17,0.69
312,Entry Long,long,2023-05-17 17:40,1815.99,486.094,-2016.31,-0.23,871520.00,-0.23,8626.03,0.98,6083.17,0.69
311,Exit Long,Close entry(s) order long,2023-05-16 00:40,1813.02,487.7674,2274.80,0.26,873536.30,0.26,19498.70,2.21,10572.16,1.2
311,Entry Long,long,2023-05-12 21:20,1805.10,487.7674,2274.80,0.26,873536.30,0.26,19498.70,2.21,10572.16,1.2
310,Exit Long,Close entry(s) order long,2023-05-06 08:00,1940.28,454.6021,2179.79,0.25,871261.56,0.25,38759.92,4.41,4881.88,0.56
310,Entry Long,long,2023-05-05 13:40,1932.00,454.6021,2179.79,0.25,871261.56,0.25,38759.92,4.41,4881.88,0.56
309,Exit Long,Close entry(s) order long,2023-05-04 13:20,1881.47,467.6522,-13992.39,-1.57,869081.75,-1.57,4004.42,0.45,15075.79,1.69
309,Entry Long,long,2023-05-03 22:00,1907.98,467.6522,-13992.39,-1.57,869081.75,-1.57,4004.42,0.45,15075.79,1.69
308,Exit Long,Close entry(s) order long,2023-05-03 12:40,1850.14,483.141,-7914.81,-0.88,883074.10,-0.88,8219.74,0.91,10038.15,1.12
308,Entry Long,long,2023-05-02 15:20,1863.18,483.141,-7914.81,-0.88,883074.10,-0.88,8219.74,0.91,10038.15,1.12
307,Exit Long,Close entry(s) order long,2023-04-26 19:20,1847.63,488.085,-11120.15,-1.22,890988.94,-1.22,46841.34,5.14,15882.46,1.74
307,Entry Long,long,2023-04-25 21:00,1867.07,488.085,-11120.15,-1.22,890988.94,-1.22,46841.34,5.14,15882.46,1.74
306,Exit Long,Close entry(s) order long,2023-04-14 15:20,2062.39,442.6566,69387.30,8.24,902109.06,8.23,99588.06,11.83,4617.73,0.55
306,Entry Long,long,2023-04-12 14:00,1902.07,442.6566,69387.30,8.24,902109.06,8.23,99588.06,11.83,4617.73,0.55
305,Exit Long,Close entry(s) order long,2023-04-11 16:20,1901.17,443.6641,6585.89,0.79,832721.80,0.79,23405.66,2.8,2863.69,0.34
305,Entry Long,long,2023-04-10 16:40,1882.92,443.6641,6585.89,0.79,832721.80,0.79,23405.66,2.8,2863.69,0.34
304,Exit Long,Close entry(s) order long,2023-04-06 08:00,1876.75,445.9246,19662.84,2.41,826135.90,2.41,49949.63,6.12,1264.82,0.16
304,Entry Long,long,2023-04-04 09:40,1829.32,445.9246,19662.84,2.41,826135.90,2.41,49949.63,6.12,1264.82,0.16
303,Exit Long,Close entry(s) order long,2023-04-03 20:00,1790.80,456.3371,-12163.44,-1.47,806473.06,-1.47,11019.27,1.33,16192.11,1.96
303,Entry Long,long,2023-04-03 08:00,1814.21,456.3371,-12163.44,-1.47,806473.06,-1.47,11019.27,1.33,16192.11,1.96
302,Exit Long,Close entry(s) order long,2023-04-02 15:00,1794.47,462.1882,-17660.90,-2.09,818636.50,-2.09,7493.70,0.89,19396.41,2.29
302,Entry Long,long,2023-03-31 13:20,1829.42,462.1882,-17660.90,-2.09,818636.50,-2.09,7493.70,0.89,19396.41,2.29
301,Exit Long,Close entry(s) order long,2023-03-30 03:00,1783.74,474.8784,1569.53,0.19,836297.44,0.19,24152.55,2.86,7991.97,0.95
301,Entry Long,long,2023-03-28 18:40,1777.23,474.8784,1569.53,0.19,836297.44,0.19,24152.55,2.86,7991.97,0.95
300,Exit Long,Close entry(s) order long,2023-03-27 05:40,1750.30,483.0536,-23844.54,-2.75,834727.90,-2.75,0,0,24566.57,2.83
300,Entry Long,long,2023-03-26 13:40,1796.47,483.0536,-23844.54,-2.75,834727.90,-2.75,0,0,24566.57,2.83
299,Exit Long,Close entry(s) order long,2023-03-24 08:40,1794.88,484.3526,-5758.26,-0.66,858572.44,-0.66,25189.64,2.88,8434.12,0.97
299,Entry Long,long,2023-03-23 14:40,1803.53,484.3526,-5758.26,-0.66,858572.44,-0.66,25189.64,2.88,8434.12,0.97
298,Exit Long,Close entry(s) order long,2023-03-22 17:00,1785.29,490.1827,-11495.63,-1.3,864330.70,-1.3,13658.96,1.54,16222.58,1.83
298,Entry Long,long,2023-03-21 12:40,1805.51,490.1827,-11495.63,-1.3,864330.70,-1.3,13658.96,1.54,16222.58,1.83
297,Exit Long,Close entry(s) order long,2023-03-18 16:20,1764.32,502.5302,-15241.84,-1.69,875826.30,-1.69,24090.14,2.68,22911.51,2.54
297,Entry Long,long,2023-03-17 23:00,1791.45,502.5302,-15241.84,-1.69,875826.30,-1.69,24090.14,2.68,22911.51,2.54
296,Exit Long,XL STP,2023-03-14 12:20,1715.69,525.6659,109234.10,13.81,891068.10,13.8,110045.80,13.91,1758.08,0.22
296,Entry Long,long,2023-03-12 17:20,1504.99,525.6659,109234.10,13.81,891068.10,13.8,110045.80,13.91,1758.08,0.22
295,Exit Long,Close entry(s) order long,2023-03-08 05:20,1553.12,510.2936,-9103.20,-1.14,781834.06,-1.14,678.01,0.08,8798.14,1.1
295,Entry Long,long,2023-03-08 00:00,1568.15,510.2936,-9103.20,-1.14,781834.06,-1.14,678.01,0.08,8798.14,1.1
294,Exit Long,Close entry(s) order long,2023-03-01 19:40,1634.79,490.3741,-13320.72,-1.64,790937.25,-1.64,4529.54,0.56,14443.03,1.78
294,Entry Long,long,2023-03-01 04:40,1658.99,490.3741,-13320.72,-1.64,790937.25,-1.64,4529.54,0.56,14443.03,1.78
293,Exit Long,Close entry(s) order long,2023-02-27 18:00,1623.87,501.8821,-4546.29,-0.56,804257.94,-0.56,16940.03,2.07,4666.00,0.57
293,Entry Long,long,2023-02-26 18:40,1630.00,501.8821,-4546.29,-0.56,804257.94,-0.56,16940.03,2.07,4666.00,0.57
292,Exit Long,Close entry(s) order long,2023-02-23 11:20,1634.17,501.5034,-16388.25,-1.96,808804.25,-1.96,6831.73,0.82,17185.26,2.06
292,Entry Long,long,2023-02-23 02:20,1663.88,501.5034,-16388.25,-1.96,808804.25,-1.96,6831.73,0.82,17185.26,2.06
291,Exit Long,Close entry(s) order long,2023-02-16 22:20,1645.25,508.0959,44514.28,5.63,825192.50,5.63,94917.76,12.02,11858.60,1.5
291,Entry Long,long,2023-02-14 14:40,1554.76,508.0959,44514.28,5.63,825192.50,5.63,94917.76,12.02,11858.60,1.5
290,Exit Long,Close entry(s) order long,2023-02-08 15:20,1658.50,477.1724,-7747.95,-0.97,780678.20,-0.97,11769.66,1.48,22672.64,2.84
290,Entry Long,long,2023-02-07 17:40,1671.74,477.1724,-7747.95,-0.97,780678.20,-0.97,11769.66,1.48,22672.64,2.84
289,Exit Long,Close entry(s) order long,2023-02-02 21:40,1637.19,488.1201,8191.04,1.04,788426.20,1.04,46734.70,5.92,2589.83,0.33
289,Entry Long,long,2023-02-01 19:40,1617.48,488.1201,8191.04,1.04,788426.20,1.04,46734.70,5.92,2589.83,0.33
288,Exit Long,Close entry(s) order long,2023-01-30 09:00,1600.80,494.0948,-8238.46,-1.03,780235.10,-1.03,21723.81,2.72,16593.25,2.08
288,Entry Long,long,2023-01-29 01:00,1614.58,494.0948,-8238.46,-1.03,780235.10,-1.03,21723.81,2.72,16593.25,2.08
287,Exit Long,Close entry(s) order long,2023-01-26 15:40,1589.79,502.7034,-10077.73,-1.25,788473.56,-1.25,16384.98,2.03,16793.44,2.08
287,Entry Long,long,2023-01-25 21:20,1606.96,502.7034,-10077.73,-1.25,788473.56,-1.25,16384.98,2.03,16793.44,2.08
286,Exit Long,Close entry(s) order long,2023-01-21 22:40,1628.96,496.8075,34062.20,4.4,798551.30,4.4,59779.97,7.73,8401.90,1.09
286,Entry Long,long,2023-01-19 20:00,1557.53,496.8075,34062.20,4.4,798551.30,4.4,59779.97,7.73,8401.90,1.09
285,Exit Long,XL STP,2023-01-14 00:40,1579.82,490.6804,93892.16,13.81,764489.10,13.8,94589.83,13.91,12329.44,1.81
285,Entry Long,long,2023-01-11 23:20,1385.80,490.6804,93892.16,13.81,764489.10,13.8,94589.83,13.91,12329.44,1.81
284,Exit Long,Close entry(s) order long,2023-01-11 15:20,1323.91,514.544,48590.46,7.7,670596.94,7.69,61439.40,9.73,2621.32,0.42
284,Entry Long,long,2023-01-04 01:00,1227.18,514.544,48590.46,7.7,670596.94,7.69,61439.40,9.73,2621.32,0.42
283,Exit Long,Close entry(s) order long,2023-01-03 14:40,1210.33,522.6473,-3105.56,-0.49,622006.50,-0.49,4759.92,0.75,4799.30,0.76
283,Entry Long,long,2023-01-02 07:00,1214.09,522.6473,-3105.56,-0.49,622006.50,-0.49,4759.92,0.75,4799.30,0.76
282,Exit Long,Close entry(s) order long,2022-12-14 19:00,1317.14,482.6246,16922.17,2.74,625112.06,2.74,34666.07,5.61,1057.80,0.17
282,Entry Long,long,2022-12-13 10:00,1279.74,482.6246,16922.17,2.74,625112.06,2.74,34666.07,5.61,1057.80,0.17
281,Exit Long,Close entry(s) order long,2022-12-13 07:00,1256.99,492.2447,-8996.75,-1.44,608189.90,-1.43,2345.21,0.37,9335.76,1.49
281,Entry Long,long,2022-12-12 21:00,1272.99,492.2447,-8996.75,-1.44,608189.90,-1.43,2345.21,0.37,9335.76,1.49
280,Exit Long,Close entry(s) order long,2022-12-09 13:20,1271.35,493.7677,-462.77,-0.07,617186.60,-0.07,12589.60,2.01,10439.73,1.66
280,Entry Long,long,2022-12-08 18:20,1270.00,493.7677,-462.77,-0.07,617186.60,-0.07,12589.60,2.01,10439.73,1.66
279,Exit Long,Close entry(s) order long,2022-12-07 06:40,1250.22,502.4833,-12205.43,-1.91,617649.40,-1.91,2665.67,0.42,12755.55,2
279,Entry Long,long,2022-12-06 23:20,1272.24,502.4833,-12205.43,-1.91,617649.40,-1.91,2665.67,0.42,12755.55,2
278,Exit Long,Close entry(s) order long,2022-12-05 15:00,1266.34,505.734,-13888.49,-2.13,629854.80,-2.12,6295.20,0.96,14404.49,2.21
278,Entry Long,long,2022-12-05 00:20,1291.50,505.734,-13888.49,-2.13,629854.80,-2.12,6295.20,0.96,14404.49,2.21
277,Exit Long,Close entry(s) order long,2022-12-03 22:20,1243.90,526.0328,24973.77,3.98,643743.30,3.97,60212.45,9.58,717.93,0.11
277,Entry Long,long,2022-11-29 04:20,1194.23,526.0328,24973.77,3.98,643743.30,3.97,60212.45,9.58,717.93,0.11
276,Exit Long,Close entry(s) order long,2022-11-25 04:20,1173.76,536.1709,20746.56,3.42,618769.56,3.41,44877.67,7.39,10583.85,1.74
276,Entry Long,long,2022-11-22 13:40,1132.99,536.1709,20746.56,3.42,618769.56,3.41,44877.67,7.39,10583.85,1.74
275,Exit Long,Close entry(s) order long,2022-11-08 17:40,1447.42,420.452,-48687.14,-7.42,598023.00,-7.41,4110.15,0.63,50178.62,7.65
275,Entry Long,long,2022-11-08 16:20,1560.51,420.452,-48687.14,-7.42,598023.00,-7.41,4110.15,0.63,50178.62,7.65
274,Exit Long,Close entry(s) order long,2022-11-06 01:40,1614.24,407.1895,16174.67,2.53,646710.10,2.53,43543.02,6.8,6867.04,1.07
274,Entry Long,long,2022-11-04 06:00,1571.65,407.1895,16174.67,2.53,646710.10,2.53,43543.02,6.8,6867.04,1.07
273,Exit Long,Close entry(s) order long,2022-11-02 19:20,1543.82,415.2766,-29663.46,-4.43,630535.50,-4.43,2549.31,0.38,37317.24,5.57
273,Entry Long,long,2022-11-02 18:00,1612.41,415.2766,-29663.46,-4.43,630535.50,-4.43,2549.31,0.38,37317.24,5.57
272,Exit Long,XL STP,2022-10-26 14:00,1575.26,425.8361,81248.95,13.81,660198.94,13.8,81852.67,13.91,2501.20,0.43
272,Entry Long,long,2022-10-25 13:40,1381.80,425.8361,81248.95,13.81,660198.94,13.8,81852.67,13.91,2501.20,0.43
271,Exit Long,Close entry(s) order long,2022-10-24 14:00,1333.68,441.9954,1146.48,0.2,578950.00,0.2,18415.38,3.14,2155.09,0.37
271,Entry Long,long,2022-10-23 17:40,1328.69,441.9954,1146.48,0.2,578950.00,0.2,18415.38,3.14,2155.09,0.37
270,Exit Long,Close entry(s) order long,2022-10-14 16:00,1300.18,452.5011,55.16,0.01,577803.50,0.01,20015.05,3.41,7012.84,1.19
270,Entry Long,long,2022-10-13 20:00,1297.72,452.5011,55.16,0.01,577803.50,0.01,20015.05,3.41,7012.84,1.19
269,Exit Long,Close entry(s) order long,2022-10-07 12:20,1341.13,438.6433,-17013.54,-2.82,577748.40,-2.81,2316.16,0.38,21366.19,3.54
269,Entry Long,long,2022-10-06 01:00,1377.47,438.6433,-17013.54,-2.82,577748.40,-2.81,2316.16,0.38,21366.19,3.54
268,Exit Long,Close entry(s) order long,2022-10-05 08:00,1342.89,450.7492,10189.32,1.72,594761.90,1.71,22751.07,3.83,4370.51,0.74
268,Entry Long,long,2022-10-03 14:20,1317.89,450.7492,10189.32,1.72,594761.90,1.71,22751.07,3.83,4370.51,0.74
267,Exit Long,Close entry(s) order long,2022-09-29 07:00,1319.44,451.0308,-9106.77,-1.51,584572.56,-1.51,7783.21,1.29,12585.35,2.09
267,Entry Long,long,2022-09-28 16:00,1337.24,451.0308,-9106.77,-1.51,584572.56,-1.51,7783.21,1.29,12585.35,2.09
266,Exit Long,Close entry(s) order long,2022-09-27 15:40,1365.18,442.5959,4246.05,0.71,593679.30,0.71,20201.04,3.37,574.41,0.1
266,Entry Long,long,2022-09-27 01:00,1353.14,442.5959,4246.05,0.71,593679.30,0.71,20201.04,3.37,574.41,0.1
265,Exit Long,Close entry(s) order long,2022-09-21 19:20,1329.78,451.1823,-31661.52,-5.02,589433.30,-5.02,4576.00,0.73,43226.76,6.86
265,Entry Long,long,2022-09-21 17:40,1397.50,451.1823,-31661.52,-5.02,589433.30,-5.02,4576.00,0.73,43226.76,6.86
264,Exit Long,Close entry(s) order long,2022-09-12 03:20,1721.83,366.8557,43832.26,7.47,621094.80,7.46,69042.45,11.77,2105.54,0.36
264,Entry Long,long,2022-09-07 20:00,1599.36,366.8557,43832.26,7.47,621094.80,7.46,69042.45,11.77,2105.54,0.36
263,Exit Long,Close entry(s) order long,2022-09-06 17:00,1601.42,367.0439,-878.01,-0.15,577262.56,-0.15,31209.44,5.31,9543.45,1.62
263,Entry Long,long,2022-09-05 15:00,1600.93,367.0439,-878.01,-0.15,577262.56,-0.15,31209.44,5.31,9543.45,1.62
262,Exit Long,Close entry(s) order long,2022-09-02 17:40,1583.34,371.7902,-23349.88,-3.82,578140.56,-3.82,1963.46,0.32,23946.60,3.92
262,Entry Long,long,2022-09-02 13:00,1643.24,371.7902,-23349.88,-3.82,578140.56,-3.82,1963.46,0.32,23946.60,3.92
261,Exit Long,Close entry(s) order long,2022-08-17 08:40,1884.38,324.7971,-19023.85,-3.02,601490.44,-3.02,5903.01,0.94,20058.03,3.18
261,Entry Long,long,2022-08-17 06:00,1939.51,324.7971,-19023.85,-3.02,601490.44,-3.02,5903.01,0.94,20058.03,3.18
260,Exit Long,XL STP,2022-08-14 07:40,2028.74,311.071,76437.15,13.81,620514.30,13.8,77005.12,13.91,3167.21,0.57
260,Entry Long,long,2022-08-10 12:20,1779.59,311.071,76437.15,13.81,620514.30,13.8,77005.12,13.91,3167.21,0.57
259,Exit Long,Close entry(s) order long,2022-08-09 09:40,1734.53,319.7271,-13398.81,-2.36,544077.10,-2.36,13787.93,2.43,13388.88,2.36
259,Entry Long,long,2022-08-08 08:40,1773.28,319.7271,-13398.81,-2.36,544077.10,-2.36,13787.93,2.43,13388.88,2.36
258,Exit Long,Close entry(s) order long,2022-08-06 23:40,1690.60,335.9677,13595.28,2.46,557475.94,2.45,34039.43,6.15,666.03,0.12
258,Entry Long,long,2022-08-05 01:40,1647.13,335.9677,13595.28,2.46,557475.94,2.45,34039.43,6.15,666.03,0.12
257,Exit Long,Close entry(s) order long,2022-08-03 00:20,1609.86,344.3651,-14798.67,-2.6,543880.70,-2.6,9165.31,1.61,16751.61,2.95
257,Entry Long,long,2022-08-02 16:00,1649.90,344.3651,-14798.67,-2.6,543880.70,-2.6,9165.31,1.61,16751.61,2.95
256,Exit Long,XL STP,2022-07-28 20:20,1762.19,323.0024,68939.31,13.81,558679.40,13.8,69451.59,13.91,5300.86,1.06
256,Entry Long,long,2022-07-27 18:00,1545.78,323.0024,68939.31,13.81,558679.40,13.8,69451.59,13.91,5300.86,1.06
255,Exit Long,Close entry(s) order long,2022-07-25 00:20,1560.15,320.6039,-10851.22,-2.13,489740.03,-2.13,23002.67,4.51,10449.14,2.05
255,Entry Long,long,2022-07-24 05:00,1591.16,320.6039,-10851.22,-2.13,489740.03,-2.13,23002.67,4.51,10449.14,2.05
254,Exit Long,XL STP,2022-07-16 16:00,1313.65,389.0314,61899.03,13.81,500591.25,13.8,62358.98,13.91,403.46,0.09
254,Entry Long,long,2022-07-14 17:00,1152.32,389.0314,61899.03,13.81,500591.25,13.8,62358.98,13.91,403.46,0.09
253,Exit Long,Close entry(s) order long,2022-07-08 09:00,1211.23,370.7771,7597.29,1.72,438692.22,1.72,32187.26,7.3,9814.37,2.23
253,Entry Long,long,2022-07-06 22:00,1188.58,370.7771,7597.29,1.72,438692.22,1.72,32187.26,7.3,9814.37,2.23
252,Exit Long,Close entry(s) order long,2022-07-06 01:40,1115.22,395.879,-18387.53,-4.01,431094.94,-4,3696.06,0.81,18635.47,4.06
252,Entry Long,long,2022-07-05 20:00,1159.62,395.879,-18387.53,-4.01,431094.94,-4,3696.06,0.81,18635.47,4.06
251,Exit Long,Close entry(s) order long,2022-07-05 11:40,1112.21,413.4977,3811.67,0.84,449482.47,0.84,30147.75,6.62,7294.47,1.6
251,Entry Long,long,2022-07-04 11:40,1101.00,413.4977,3811.67,0.84,449482.47,0.84,30147.75,6.62,7294.47,1.6
250,Exit Long,Close entry(s) order long,2022-06-25 12:20,1194.43,381.8401,-576.35,-0.13,445670.80,-0.13,19307.97,4.24,4163.74,0.91
250,Entry Long,long,2022-06-24 11:20,1193.79,381.8401,-576.35,-0.13,445670.80,-0.13,19307.97,4.24,4163.74,0.91
249,Exit Long,Close entry(s) order long,2022-06-08 03:20,1772.06,257.699,-19411.07,-4.08,446247.16,-4.08,7522.31,1.58,23904.09,5.03
249,Entry Long,long,2022-06-07 19:20,1844.13,257.699,-19411.07,-4.08,446247.16,-4.08,7522.31,1.58,23904.09,5.03
248,Exit Long,Close entry(s) order long,2022-06-06 15:00,1868.71,254.7675,333.88,0.07,465658.22,0.07,13829.38,2.91,2231.16,0.47
248,Entry Long,long,2022-06-06 01:40,1864.04,254.7675,333.88,0.07,465658.22,0.07,13829.38,2.91,2231.16,0.47
247,Exit Long,Close entry(s) order long,2022-06-01 14:20,1909.46,249.1555,8659.98,1.86,465324.34,1.86,35745.30,7.67,790.86,0.17
247,Entry Long,long,2022-05-30 02:00,1871.30,249.1555,8659.98,1.86,465324.34,1.86,35745.30,7.67,790.86,0.17
246,Exit Long,Close entry(s) order long,2022-05-25 10:40,1963.44,237.891,-13222.22,-2.76,456664.38,-2.76,1209.94,0.25,13270.49,2.77
246,Entry Long,long,2022-05-25 02:40,2015.44,237.891,-13222.22,-2.76,456664.38,-2.76,1209.94,0.25,13270.49,2.77
245,Exit Long,Close entry(s) order long,2022-05-23 18:40,2031.93,236.3855,169.36,0.04,469886.60,0.04,13973.98,2.92,9073.61,1.89
245,Entry Long,long,2022-05-22 09:40,2027.56,236.3855,169.36,0.04,469886.60,0.04,13973.98,2.92,9073.61,1.89
244,Exit Long,Close entry(s) order long,2022-05-20 14:40,1986.73,241.6782,-10261.92,-2.1,469717.22,-2.09,8844.69,1.81,11267.77,2.3
244,Entry Long,long,2022-05-19 15:20,2025.58,241.6782,-10261.92,-2.1,469717.22,-2.09,8844.69,1.81,11267.77,2.3
243,Exit Long,Close entry(s) order long,2022-05-05 13:40,2894.21,169.4488,7944.99,1.65,479979.12,1.65,20525.68,4.26,3149.70,0.65
243,Entry Long,long,2022-05-04 08:20,2842.16,169.4488,7944.99,1.65,479979.12,1.65,20525.68,4.26,3149.70,0.65
242,Exit Long,Close entry(s) order long,2022-04-29 09:00,2894.15,166.7046,-13722.92,-2.77,472034.16,-2.77,1022.89,0.21,15564.22,3.14
242,Entry Long,long,2022-04-28 17:40,2971.19,166.7046,-13722.92,-2.77,472034.16,-2.77,1022.89,0.21,15564.22,3.14
241,Exit Long,Close entry(s) order long,2022-04-26 13:20,2957.51,167.7775,-2827.70,-0.57,485757.06,-0.57,11381.67,2.28,2773.72,0.56
241,Entry Long,long,2022-04-25 19:00,2969.03,167.7775,-2827.70,-0.57,485757.06,-0.57,11381.67,2.28,2773.72,0.56
240,Exit Long,Close entry(s) order long,2022-04-20 15:00,3055.17,163.3407,5778.58,1.17,488584.78,1.17,24412.43,4.96,4650.78,0.94
240,Entry Long,long,2022-04-18 18:00,3014.33,163.3407,5778.58,1.17,488584.78,1.17,24412.43,4.96,4650.78,0.94
239,Exit Long,Close entry(s) order long,2022-04-17 18:00,3025.98,163.005,-8740.34,-1.74,482806.20,-1.74,998.13,0.2,8945.18,1.79
239,Entry Long,long,2022-04-16 22:00,3074.11,163.005,-8740.34,-1.74,482806.20,-1.74,998.13,0.2,8945.18,1.79
238,Exit Long,Close entry(s) order long,2022-04-02 15:20,3453.53,145.358,12759.26,2.61,491546.53,2.61,24646.37,5.05,3621.40,0.74
238,Entry Long,long,2022-04-01 13:20,3359.62,145.358,12759.26,2.61,491546.53,2.61,24646.37,5.05,3621.40,0.74
237,Exit Long,Close entry(s) order long,2022-03-29 22:00,3368.16,145.2506,18626.66,3.97,478787.28,3.96,35583.41,7.58,2761.30,0.59
237,Entry Long,long,2022-03-27 20:20,3233.98,145.2506,18626.66,3.97,478787.28,3.96,35583.41,7.58,2761.30,0.59
236,Exit Long,Close entry(s) order long,2022-03-25 16:40,3095.21,152.0362,8163.11,1.77,460160.62,1.77,23496.83,5.09,6024.04,1.31
236,Entry Long,long,2022-03-23 23:40,3036.00,152.0362,8163.11,1.77,460160.62,1.77,23496.83,5.09,6024.04,1.31
235,Exit Long,Close entry(s) order long,2022-03-23 18:40,2954.87,156.492,-10816.12,-2.29,451997.50,-2.29,3735.97,0.79,10576.79,2.24
235,Entry Long,long,2022-03-23 15:20,3018.61,156.492,-10816.12,-2.29,451997.50,-2.29,3735.97,0.79,10576.79,2.24
234,Exit Long,Close entry(s) order long,2022-03-22 23:20,2970.76,159.2991,817.53,0.17,462813.62,0.17,14320.31,3.04,1166.75,0.25
234,Entry Long,long,2022-03-22 02:20,2960.29,159.2991,817.53,0.17,462813.62,0.17,14320.31,3.04,1166.75,0.25
233,Exit Long,XL STP,2022-03-18 17:00,2942.25,160.5646,57218.66,13.81,461996.10,13.8,57643.84,13.91,2535.77,0.61
233,Entry Long,long,2022-03-15 15:20,2580.92,160.5646,57218.66,13.81,461996.10,13.8,57643.84,13.91,2535.77,0.61
232,Exit Long,Close entry(s) order long,2022-03-09 19:00,2681.67,154.8106,-1402.71,-0.34,404777.44,-0.34,13550.99,3.26,1185.43,0.29
232,Entry Long,long,2022-03-09 03:20,2685.90,154.8106,-1402.71,-0.34,404777.44,-0.34,13550.99,3.26,1185.43,0.29
231,Exit Long,Close entry(s) order long,2022-03-03 03:20,2893.59,143.9578,12416.90,3.08,406180.16,3.08,34431.54,8.54,2633.27,0.65
231,Entry Long,long,2022-02-28 15:00,2802.21,143.9578,12416.90,3.08,406180.16,3.08,34431.54,8.54,2633.27,0.65
230,Exit Long,Close entry(s) order long,2022-02-27 01:00,2716.40,148.7729,26007.30,6.89,393763.25,6.88,50412.71,13.36,1995.52,0.53
230,Entry Long,long,2022-02-24 19:00,2536.86,148.7729,26007.30,6.89,393763.25,6.88,50412.71,13.36,1995.52,0.53
229,Exit Long,Close entry(s) order long,2022-02-16 13:40,3073.66,123.0117,6528.24,1.76,367755.94,1.76,21941.15,5.92,1433.53,0.39
229,Entry Long,long,2022-02-15 01:20,3015.11,123.0117,6528.24,1.76,367755.94,1.76,21941.15,5.92,1433.53,0.39
228,Exit Long,XL STP,2022-02-07 16:00,3136.07,118.4801,45003.68,13.81,361227.70,13.8,45338.09,13.91,1132.18,0.35
228,Entry Long,long,2022-02-04 05:00,2750.93,118.4801,45003.68,13.81,361227.70,13.8,45338.09,13.91,1132.18,0.35
227,Exit Long,Close entry(s) order long,2022-02-02 14:40,2687.05,121.5153,5663.78,1.77,316224.00,1.77,21262.49,6.64,1264.01,0.39
227,Entry Long,long,2022-01-31 16:00,2635.65,121.5153,5663.78,1.77,316224.00,1.77,21262.49,6.64,1264.01,0.39
226,Exit Long,Close entry(s) order long,2022-01-20 21:20,3156.68,101.6412,-9173.94,-2.78,310560.25,-2.78,2975.34,0.9,9001.05,2.73
226,Entry Long,long,2022-01-20 15:00,3241.18,101.6412,-9173.94,-2.78,310560.25,-2.78,2975.34,0.9,9001.05,2.73
225,Exit Long,Close entry(s) order long,2022-01-13 15:20,3303.84,99.8932,4763.04,1.47,319734.20,1.47,15807.58,4.87,5273.89,1.62
225,Entry Long,long,2022-01-11 17:00,3250.26,99.8932,4763.04,1.47,319734.20,1.47,15807.58,4.87,5273.89,1.62
224,Exit Long,Close entry(s) order long,2022-01-04 18:20,3793.11,85.7512,-3416.95,-1.04,314971.12,-1.04,6104.33,1.86,3299.15,1.01
224,Entry Long,long,2022-01-04 11:00,3826.10,85.7512,-3416.95,-1.04,314971.12,-1.04,6104.33,1.86,3299.15,1.01
223,Exit Long,Close entry(s) order long,2022-01-03 15:40,3784.04,86.8605,-5336.74,-1.6,318388.10,-1.6,1334.63,0.4,6094.55,1.83
223,Entry Long,long,2022-01-02 16:40,3838.62,86.8605,-5336.74,-1.6,318388.10,-1.6,1334.63,0.4,6094.55,1.83
222,Exit Long,Close entry(s) order long,2021-12-26 02:20,4056.47,82.3438,-6660.61,-1.96,323724.84,-1.96,0,0,6728.06,1.98
222,Entry Long,long,2021-12-25 21:20,4129.99,82.3438,-6660.61,-1.96,323724.84,-1.96,0,0,6728.06,1.98
221,Exit Long,Close entry(s) order long,2021-12-24 23:00,4035.93,84.4147,-1307.76,-0.38,330385.44,-0.38,8628.05,2.53,2584.76,0.76
221,Entry Long,long,2021-12-23 17:40,4044.15,84.4147,-1307.76,-0.38,330385.44,-0.38,8628.05,2.53,2584.76,0.76
220,Exit Long,Close entry(s) order long,2021-12-22 12:20,3976.29,86.01,3476.13,1.03,331693.22,1.03,12262.80,3.63,3528.64,1.04
220,Entry Long,long,2021-12-20 20:40,3928.76,86.01,3476.13,1.03,331693.22,1.03,12262.80,3.63,3528.64,1.04
219,Exit Long,Close entry(s) order long,2021-12-16 23:40,3958.11,85.5261,1385.21,0.41,328217.06,0.41,14973.80,4.45,5589.24,1.66
219,Entry Long,long,2021-12-15 19:00,3934.81,85.5261,1385.21,0.41,328217.06,0.41,14973.80,4.45,5589.24,1.66
218,Exit Long,Close entry(s) order long,2021-12-01 19:00,4610.74,73.1195,25652.78,8.25,326831.84,8.24,38241.01,12.3,2871.16,0.92
218,Entry Long,long,2021-11-28 21:40,4251.93,73.1195,25652.78,8.25,326831.84,8.24,38241.01,12.3,2871.16,0.92
